userid,country,state,county,city
USER_83dee0b4,United States of America,Pennsylvania,Columbia County,UKN
USER_0f5cb4d8,United States of America,New York,Queens County,NYC
USER_6373aeea,United States of America,New Jersey,Burlington,Moorestown Township
USER_330ae50d,United States of America,California,San Bernardino County,UKN
USER_82fdaf16,United States of America,New York,Kings,NYC
USER_2dc53f40,United States of America,Missouri,St. Louis County,Florissant
USER_8a9d773c,United States of America,North Carolina,Guilford,Greensboro
USER_a64d956d,United States of America,Texas,Travis,UKN
USER_3a89c9da,United States of America,UKN,District of Columbia,UKN
USER_d24262ed,United States of America,Illinois,Cook,Burnham
USER_b37ea6da,United States of America,Florida,Orange County,UKN
USER_af77bddc,United States of America,New York,Queens County,NYC
USER_da20f575,United States of America,New York,Westchester,Hartsdale
USER_5e2fa12e,United States of America,South Carolina,Greenville County,Greenville
USER_2631ccdf,United States of America,Michigan,Oakland County,Auburn Hills
USER_b4112305,United States of America,Illinois,Cook,Chicago
USER_17a10346,United States of America,New Jersey,Bergen,Hackensack
USER_e03a46f9,United States of America,Alabama,Morgan,UKN
USER_209002c7,United States of America,UKN,District of Columbia,Washington
USER_6bc6f9e5,United States of America,South Carolina,Aiken,UKN
USER_dd16b4d2,United States of America,North Carolina,Wake,Raleigh
USER_47b25f56,United States of America,Pennsylvania,Dauphin,Harrisburg
USER_ed51d78c,United States of America,Arizona,Pima,Tucson
USER_cb70aa86,United States of America,New York,New York,NYC
USER_f43ffa5d,United States of America,Maine,Kennebec,Waterville
USER_d106d219,United States of America,Vermont,Chittenden County,UKN
USER_233eb731,United States of America,Georgia,Thomas,Thomasville
USER_18749037,United States of America,New York,Kings,NYC
USER_189f9016,United States of America,Mississippi,Forrest,Hattiesburg
USER_59197f81,United States of America,New York,Erie,UKN
USER_84a9bf5a,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_daaffdfb,Canada,Ontario,UKN,Ottawa
USER_cc8cf535,United States of America,South Carolina,Clarendon,UKN
USER_1bc73dc0,United States of America,Illinois,Cook,Chicago
USER_0c344d02,United States of America,New York,New York,NYC
USER_82ec083d,United States of America,South Carolina,Greenville County,UKN
USER_0fbba2e7,United States of America,North Carolina,Forsyth,Winston-Salem
USER_ca9876d8,United States of America,New York,Kings,NYC
USER_2573271e,United States of America,Virginia,Prince William,UKN
USER_cdb13d0f,United States of America,Georgia,Gwinnett County,UKN
USER_9a3a3478,United States of America,North Carolina,Mecklenburg,UKN
USER_550d05ea,United States of America,Maryland,Montgomery,UKN
USER_1abf88ab,United States of America,California,Contra Costa County,Antioch
USER_9868b9ef,United States of America,South Carolina,Orangeburg,UKN
USER_730bcd37,United States of America,New York,Kings,NYC
USER_107a1735,United States of America,Ohio,Wayne,Wooster
USER_adf8670e,United States of America,Illinois,Cook,Robbins
USER_8eda6e0c,United States of America,UKN,District of Columbia,Washington
USER_989b85bb,United States of America,Florida,Broward County,Coral Springs
USER_9a203568,United States of America,New York,Queens County,NYC
USER_a54beb02,United States of America,California,Orange,Cypress
USER_87916459,United States of America,Delaware,Kent County,Dover
USER_770d44e6,United States of America,Georgia,Fulton County,Atlanta
USER_8bdf0ffa,United States of America,South Carolina,York,Rock Hill
USER_ae41ae4f,United States of America,South Carolina,Charleston,Charleston
USER_025527f5,United States of America,Virginia,Chesterfield,Ettrick
USER_92455874,United States of America,Virginia,Chesterfield,Ettrick
USER_a56a4e63,United States of America,New York,Kings,NYC
USER_efca929a,United States of America,Louisiana,Orleans,New Orleans
USER_d058d52f,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_47d0e47e,United States of America,Georgia,DeKalb County,UKN
USER_afbc1933,United States of America,New York,Kings County,NYC
USER_4ef5c1ac,United States of America,Texas,Harris County,Hedwig Village
USER_8f026b8b,United States of America,Michigan,Wayne,Westland
USER_928e50fd,United States of America,New York,Westchester,UKN
USER_9dfa1ea9,United States of America,Missouri,St. Louis County,UKN
USER_2deaba35,United States of America,Colorado,Jefferson,Lakewood
USER_4d3d146d,United States of America,Louisiana,Orleans,New Orleans
USER_277d22c6,United States of America,UKN,District of Columbia,Washington
USER_b6195c90,United States of America,Virginia,Newport News (city),Newport News
USER_8f18c255,United States of America,North Carolina,Mecklenburg,UKN
USER_664442a2,Canada,Ontario,UKN,Toronto
USER_9c9d5c96,United States of America,New Jersey,Middlesex County,Woodbridge Township
USER_3b05d302,United States of America,Texas,Guadalupe,Schertz
USER_2e7c76ba,United States of America,New York,Westchester,Yonkers
USER_10138f70,United States of America,Illinois,Cook County,Skokie
USER_bf797382,United States of America,New York,Kings County,NYC
USER_be1f3617,United States of America,California,Alameda County,Alameda
USER_31c556c3,United States of America,New York,Kings County,NYC
USER_047454e0,United States of America,New York,Kings,NYC
USER_a190dfc3,United States of America,Texas,Harris,Houston
USER_6ad5ae79,United States of America,South Carolina,Charleston County,North Charleston
USER_1220d7b0,United States of America,Texas,Jefferson,Beaumont
USER_5af05045,United States of America,Texas,Bexar County,San Antonio
USER_ec231ee1,United States of America,Virginia,Isle of Wight,Suffolk
USER_5da2a8b9,United States of America,New York,Nassau,Hempstead
USER_19958b0c,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_9a566de5,United States of America,Illinois,Cook County,Schiller Park
USER_1df16b0d,United States of America,New Jersey,Middlesex,Piscataway Township
USER_e7fe3e08,United States of America,North Carolina,Durham County,Durham
USER_a7ce8c5e,United States of America,California,Riverside County,Temecula
USER_a28d7367,United States of America,New York,Queens County,NYC
USER_9980b03a,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_f748a67e,United States of America,New York,Kings,NYC
USER_db62ad30,United States of America,Nevada,Clark County,UKN
USER_c8bd9edd,Canada,Ontario,UKN,Toronto
USER_3c993e2f,United States of America,Florida,Orange County,UKN
USER_845b3477,United States of America,Ohio,Cuyahoga County,Cleveland
USER_d2438fe0,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_3ab63170,United States of America,Texas,Walker,Huntsville
USER_32ec3e7b,United States of America,Louisiana,Terrebonne,UKN
USER_a6dabb9f,United States of America,Michigan,Oakland,Pontiac
USER_a55c96ee,United States of America,Georgia,Carroll,Carrollton
USER_a4d4fe8b,United States of America,UKN,District of Columbia,Washington
USER_e211eaf8,United States of America,Maryland,Baltimore County,Towson
USER_f9c1983d,United States of America,Florida,Escambia County,Pensacola
USER_46a8f1e4,United States of America,Minnesota,Ramsey,St. Paul
USER_9cc1827e,United States of America,Virginia,Richmond (city),Richmond
USER_73c4aa97,United States of America,Illinois,Cook,Hickory Hills
USER_7887331a,United States of America,South Carolina,Charleston,Charleston
USER_da82641c,United States of America,New York,Albany County,Albany
USER_32cd7c81,United States of America,New York,Kings,NYC
USER_e7c5b018,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_bd852fb7,United States of America,Georgia,Cobb,UKN
USER_0a46cbd6,Canada,Ontario,Perth County,Stratford
USER_0f58d4be,United States of America,Georgia,Gwinnett County,UKN
USER_3b718e7f,United States of America,New York,Kings,NYC
USER_24e38a0c,United States of America,New York,Kings,NYC
USER_10078d2e,United States of America,Tennessee,Sumner,Hendersonville
USER_fa307dd7,United States of America,Illinois,Champaign,UKN
USER_ff3cf840,United States of America,New York,Queens County,NYC
USER_24747f19,United States of America,California,Los Angeles County,Culver City
USER_b485706a,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_2dce0579,United States of America,Pennsylvania,Monroe County,East Stroudsburg
USER_4078cf47,United States of America,Rhode Island,Kent,Warwick
USER_2dfabc44,United States of America,Georgia,DeKalb County,UKN
USER_67cd9b62,United States of America,Arizona,Maricopa County,Mesa
USER_97b58913,United States of America,Texas,Denton,Denton
USER_0826d980,United States of America,Tennessee,Knox,UKN
USER_b828c4cd,United States of America,Arizona,Pima,UKN
USER_0a7f3c62,United States of America,New York,Kings County,NYC
USER_b1c09703,Canada,Ontario,UKN,Toronto
USER_026a085b,United States of America,New York,Nassau,Old Brookville
USER_8fc8a599,United States of America,California,Los Angeles,Compton
USER_b5024fef,United States of America,Texas,Dallas,Dallas
USER_b9dc66c3,United States of America,Arizona,Maricopa,Peoria
USER_255a54be,United States of America,Illinois,Cook,Chicago
USER_d8b6befc,United States of America,New York,New York,NYC
USER_8059e5e3,United States of America,Ohio,Mahoning County,Youngstown
USER_34eaf6ce,United States of America,New York,Suffolk,Copiague
USER_1b0b0723,United States of America,New Jersey,Burlington,UKN
USER_986556b3,United States of America,New York,New York,NYC
USER_8df75d4a,United States of America,Alabama,Madison,UKN
USER_4fd5af16,United States of America,Wisconsin,Kenosha,Kenosha
USER_215c5881,United States of America,South Carolina,Spartanburg County,Valley Falls
USER_2f100b60,United States of America,Mississippi,Rankin,UKN
USER_1d3e778a,United States of America,Tennessee,Weakley,Martin
USER_cdcb98e2,United States of America,Virginia,Henrico,UKN
USER_0a51d143,United States of America,Colorado,Arapahoe County,Cherry Hills Village
USER_4b8dfad5,United States of America,Maryland,Prince George's,College Park
USER_206062fc,United States of America,Georgia,Bulloch County,UKN
USER_2d694b18,United States of America,New York,Nassau County,North Valley Stream
USER_42ca9e1b,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_a7d4ea20,United States of America,New York,Town of German Flatts,UKN
USER_486d8874,United States of America,New York,Kings,NYC
USER_a28dc5ef,United States of America,North Carolina,Durham County,Durham
USER_8112396c,United States of America,Alabama,Jefferson County,Bessemer
USER_e870643f,United States of America,New York,Kings,NYC
USER_44ae4663,United States of America,California,Los Angeles County,L.A.
USER_72b166e3,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_dbe7f931,United States of America,UKN,District of Columbia,Washington
USER_d58a22db,United States of America,South Carolina,Orangeburg,Brookdale
USER_d54c0e1e,United States of America,UKN,District of Columbia,Washington
USER_b9d0732d,United States of America,Texas,Jefferson,Beaumont
USER_0c8a8429,United States of America,Virginia,Fairfax (city),Fairfax
USER_8c29aa6e,United States of America,Massachusetts,Norfolk County,Randolph
USER_113a28e1,United States of America,New York,Bronx County,NYC
USER_ae8f7ce4,United States of America,Maryland,Prince George's,Marlton
USER_d91ac141,United States of America,Texas,Harris,Houston
USER_858f92da,United States of America,New York,Monroe,Rochester
USER_3ae9fc6f,United States of America,Ohio,Hamilton County,Cincinnati
USER_b3653ef0,United States of America,Maryland,Montgomery County,Silver Spring
USER_237eb462,United States of America,North Carolina,Guilford,Greensboro
USER_b06b93fa,United States of America,Virginia,Newport News (city),Newport News
USER_98367c8e,United States of America,Michigan,Genesee,Flint
USER_f108c2a0,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_87d4f40c,United States of America,Nevada,Clark County,Paradise
USER_c5cbfa91,United States of America,Illinois,Cook,Chicago Heights
USER_b6394d23,United States of America,Georgia,Fulton County,Union City
USER_3699e4d6,United States of America,New York,Kings,NYC
USER_d45244c6,United States of America,Florida,Lee County,Cape Coral
USER_80683a3e,United States of America,Florida,Miami-Dade County,Doral
USER_e198d037,United States of America,New York,New York,NYC
USER_76613831,United States of America,New York,Kings,NYC
USER_a15536fd,United States of America,California,Alameda County,Alameda
USER_a118844f,United States of America,Florida,Duval County,Jacksonville
USER_eedf24e4,United States of America,Texas,Jefferson,UKN
USER_8f811b71,United States of America,New York,Nassau,East Meadow
USER_b648849e,United States of America,Ohio,Delaware,Columbus
USER_8190cbb5,United States of America,New York,Westchester County,Mount Vernon
USER_5b420693,United States of America,Georgia,DeKalb County,UKN
USER_43140fc7,United States of America,Maryland,Somerset,UKN
